aX,aY,aZ,gX,gY,gZ
-0.015,1.970,-1.351,33.460,111.650,-233.590
0.006,1.999,-1.358,32.060,114.940,-208.670
0.006,1.888,-1.362,31.570,115.990,-190.470
-0.006,1.690,-1.369,29.400,119.980,-177.240
-0.021,1.637,-1.317,21.630,122.360,-166.600
-0.019,1.578,-1.320,9.870,135.660,-158.200
-0.055,1.497,-1.233,-4.620,146.440,-154.140
-0.071,1.479,-1.085,-22.260,147.070,-147.980
-0.082,1.535,-1.086,-29.400,148.050,-139.230
-0.092,1.546,-1.136,-31.080,162.260,-129.570
-0.096,1.525,-1.011,-27.090,169.960,-118.230
-0.099,1.431,-0.884,-21.490,169.890,-108.220
-0.142,1.336,-0.875,-19.880,175.910,-106.330
-0.210,1.258,-0.738,-18.200,194.110,-109.060
-0.240,1.233,-0.462,-21.420,194.250,-116.340
-0.254,1.273,-0.281,-29.470,184.310,-122.920
-0.235,1.422,-0.222,-37.730,170.660,-122.080
-0.197,1.624,-0.249,-43.680,166.180,-111.370
-0.163,1.789,-0.212,-51.520,157.220,-85.680
-0.122,1.820,-0.226,-55.230,144.340,-67.760
-0.113,1.762,-0.473,-56.910,141.190,-52.570
-0.150,1.675,-0.638,-54.250,155.610,-41.300
-0.186,1.506,-0.569,-47.600,169.260,-37.940
-0.202,1.457,-0.375,-43.260,173.740,-39.340
-0.190,1.515,-0.167,-39.200,163.590,-36.610
-0.153,1.564,-0.186,-34.930,157.010,-32.480
-0.119,1.600,-0.252,-31.150,157.080,-28.700
-0.112,1.662,-0.250,-29.540,160.510,-22.120
-0.108,1.710,-0.098,-28.980,153.020,-14.000
-0.086,1.724,-0.048,-29.610,137.900,-3.780
-0.085,1.767,-0.138,-34.090,127.330,8.260
-0.109,1.770,-0.278,-35.980,128.590,21.770
-0.001,1.666,-0.279,-38.080,131.250,28.280
-0.200,1.562,-0.321,-26.040,134.960,31.010
-0.154,1.575,-0.182,-11.200,128.590,36.610
-0.124,1.534,-0.113,-19.320,116.690,36.540
-0.118,1.559,-0.193,-26.740,111.510,39.970
-0.144,1.606,-0.156,-27.930,109.130,45.990
-0.120,1.664,-0.092,-26.740,101.430,56.420
-0.131,1.699,-0.103,-21.700,92.540,64.470
-0.157,1.761,-0.128,-20.020,81.620,79.590
-0.151,1.720,-0.228,-26.810,77.770,94.010
-0.156,1.563,-0.320,-38.570,80.150,100.240
-0.164,1.393,-0.371,-57.750,85.680,101.220
-0.149,1.346,-0.377,-70.840,92.400,99.820
-0.159,1.384,-0.299,-92.190,97.860,101.080
-0.119,1.567,-0.480,-89.600,101.290,121.730
-0.235,1.241,-0.331,-89.180,126.350,111.510
-0.195,1.329,0.131,-95.340,114.520,96.810
-0.133,1.458,0.355,-97.090,76.930,101.570
-0.092,1.588,0.209,-100.940,48.370,115.570
-0.061,1.563,-0.213,-101.780,57.050,127.120
-0.043,1.486,-0.190,-101.780,70.420,136.990
-0.042,1.437,0.059,-136.780,69.720,148.120
-0.084,1.386,0.063,-115.150,65.730,159.460
-0.108,1.127,-0.009,-75.250,68.530,154.980
-0.103,0.905,0.067,-53.760,70.700,137.060
-0.070,0.898,0.173,-49.210,65.380,120.750
-0.037,1.200,0.202,-56.000,60.760,121.240
-0.034,1.238,0.229,-64.050,58.100,127.330
-0.018,1.193,0.322,-77.420,49.630,128.170
0.026,1.164,0.377,-96.740,31.990,127.120
0.069,1.199,0.302,-114.100,23.450,131.250
0.077,1.247,0.198,-125.020,23.310,159.180
0.062,1.161,0.183,-132.090,26.040,148.890
0.026,1.068,0.217,-137.690,29.470,150.640
-0.019,1.002,0.330,-137.200,26.950,152.250
-0.044,0.889,0.468,-140.140,10.850,149.170
-0.041,0.771,0.458,-147.210,-4.340,139.230
-0.025,0.713,0.369,-157.570,-14.840,124.880
0.012,0.759,0.251,-168.070,-16.940,119.560
0.092,0.848,0.175,-174.090,-10.010,122.150
0.123,0.904,0.262,-168.350,-6.510,128.730
0.146,0.868,0.373,-164.430,-6.370,132.230
0.166,0.806,0.490,-164.920,-11.550,131.740
0.206,0.820,0.528,-167.440,-19.530,132.860
0.202,0.855,0.499,-169.330,-26.950,138.320
0.189,0.853,0.468,-159.390,-30.170,146.720
0.162,0.742,0.464,-118.930,-36.050,149.940
0.113,0.476,0.527,-69.230,-49.350,137.690
0.172,0.349,0.481,-55.300,-59.710,118.370
0.195,0.372,0.325,-56.140,-57.610,103.950
0.243,0.504,0.300,-53.410,-55.090,100.030
0.279,0.592,0.337,-42.280,-56.770,99.610
0.302,0.596,0.354,-35.980,-60.200,97.580
0.313,0.615,0.314,-34.510,-63.630,96.740
0.319,0.648,0.246,-30.940,-60.060,98.840
0.325,0.638,0.258,-25.760,-56.840,98.560
0.340,0.617,0.308,-15.890,-56.770,97.580
0.345,0.690,0.347,-6.370,-57.260,103.320
0.337,0.719,0.360,-3.290,-55.860,109.900
0.344,0.678,0.407,-6.020,-55.930,114.730
0.319,0.559,0.484,-13.650,-61.880,112.490
0.319,0.434,0.520,-19.740,-74.760,103.670
0.324,0.363,0.379,-27.720,-83.440,93.240
0.332,0.353,0.256,-31.570,-80.360,85.960
0.328,0.390,0.251,-30.660,-77.490,83.020
0.317,0.368,0.314,-28.280,-78.960,80.290
0.306,0.335,0.381,-23.240,-86.590,77.700
0.292,0.306,0.427,-20.440,-96.460,75.110
0.289,0.251,0.373,-20.440,-103.320,71.330
0.279,0.032,0.308,-30.100,-107.450,61.250
0.308,0.015,0.217,-31.710,-107.940,48.300
0.387,0.008,0.174,-40.110,-104.790,36.820
0.400,0.067,0.158,-45.290,-101.990,31.080
0.441,0.122,0.163,-48.720,-98.700,28.630
0.430,0.164,0.231,-47.670,-101.150,28.980

-0.204,0.518,-1.756,-11.340,-103.810,-204.400
-0.160,0.527,-1.708,-3.640,-90.020,-211.260
-0.148,0.488,-1.675,-21.140,-76.510,-225.120
-0.190,0.505,-1.758,-26.110,-49.630,-240.450
-0.191,0.654,-1.717,-52.010,-26.250,-249.340
-0.190,0.929,-1.578,-34.300,-13.370,-245.280
-0.191,1.004,-1.399,-40.180,-10.430,-243.320
-0.180,1.064,-1.422,-43.540,-9.240,-239.960
-0.167,1.141,-1.514,-42.910,-0.980,-233.310
-0.163,1.250,-1.566,-39.830,10.150,-221.410
-0.128,1.294,-1.676,-40.880,19.740,-210.910
-0.145,1.329,-1.748,-40.600,37.940,-191.940
-0.135,1.247,-1.740,-36.400,57.540,-179.620
-0.177,1.075,-1.557,-33.320,80.290,-178.430
-0.234,0.882,-1.359,-33.810,86.940,-190.050
-0.258,0.922,-1.294,-36.820,93.940,-200.620
-0.288,1.070,-1.268,-42.630,105.700,-201.810
-0.305,1.256,-1.137,-44.520,116.830,-194.810
-0.297,1.383,-1.049,-49.840,119.210,-185.710
-0.293,1.589,-1.012,-56.840,117.460,-163.100
-0.289,1.710,-1.091,-62.720,119.350,-141.120
-0.325,1.795,-1.220,-62.020,139.160,-115.010
-0.345,1.804,-1.109,-56.630,155.680,-79.100
-0.377,1.612,-0.820,-54.880,156.940,-63.700
-0.423,1.339,-0.633,-54.670,144.060,-64.120
-0.440,1.170,-0.659,-56.910,141.120,-71.680
-0.428,1.209,-0.716,-61.180,145.390,-69.370
-0.428,1.298,-0.698,-62.370,149.240,-61.810
-0.426,1.202,-0.662,-60.270,149.520,-61.950
-0.432,1.136,-0.745,-56.630,154.840,-64.400
-0.466,1.078,-0.838,-47.600,174.580,-75.880
-0.476,1.126,-0.700,-40.740,190.330,-87.220
-0.446,1.293,-0.430,-32.620,192.430,-92.400
-0.393,1.492,-0.381,-34.860,185.150,-87.780
-0.337,1.725,-0.414,-31.220,180.250,-75.600
-0.283,1.848,-0.457,-26.390,173.950,-56.910
-0.226,1.893,-0.556,-20.300,172.970,-34.440
-0.243,1.837,-0.587,-21.280,178.080,-8.400
-0.290,1.604,-0.461,-23.240,177.310,1.960
-0.305,1.333,-0.329,-27.300,172.200,-2.940
-0.293,1.181,-0.263,-31.920,168.560,-17.710
-0.261,1.247,-0.203,-30.800,165.970,-21.630
-0.211,1.408,-0.118,-29.260,157.920,-16.310
-0.174,1.492,-0.100,-24.990,154.070,-5.740
-0.168,1.495,-0.058,-35.350,147.840,0.000
-0.163,1.473,-0.045,-41.020,136.780,4.550
-0.154,1.470,-0.096,-44.310,133.560,9.380
-0.146,1.494,-0.113,-46.480,128.590,18.480
-0.141,1.527,-0.149,-47.530,124.040,26.670
-0.145,1.526,-0.344,-48.580,121.940,34.650
-0.155,1.517,-0.366,-49.980,129.850,41.720
-0.148,1.525,-0.387,-47.600,142.100,52.080
-0.148,1.529,-0.346,-46.760,152.110,59.570
-0.144,1.512,-0.295,-41.090,162.190,64.890
-0.149,1.516,-0.204,-35.980,166.460,71.540
-0.186,1.521,-0.147,-30.380,170.030,80.500
-0.220,1.389,-0.034,-27.860,170.590,77.910
-0.209,1.322,0.100,-26.670,164.570,69.090
-0.216,1.356,0.269,-34.440,145.040,62.160
-0.196,1.428,0.263,-45.010,121.170,57.470
-0.193,1.553,0.151,-55.300,102.620,62.090
-0.223,1.714,-0.017,-82.460,100.800,70.910
-0.153,1.762,-0.165,-87.360,100.520,78.470
-0.182,1.898,-0.267,-85.960,107.730,98.000
-0.210,1.912,-0.187,-81.690,110.530,120.890
-0.217,1.709,-0.071,-80.710,105.700,128.310
-0.256,1.434,0.014,-83.370,100.590,123.340
-0.261,1.369,0.172,-85.750,87.920,120.890
-0.229,1.286,0.292,-86.870,59.570,114.940
-0.185,1.224,0.213,-90.300,42.700,106.400
-0.151,1.324,0.058,-97.230,34.580,109.760
-0.102,1.315,-0.150,-95.410,46.340,110.600
-0.091,1.314,-0.025,-96.460,51.170,113.330
-0.048,1.400,0.182,-99.750,40.320,122.990
-0.037,1.428,0.078,-104.020,36.540,139.300
-0.036,1.367,-0.032,-102.760,47.460,148.610
-0.024,1.334,0.069,-105.840,55.650,158.410
-0.048,1.285,0.289,-111.020,50.330,167.230
-0.075,1.144,0.358,-114.170,38.150,170.800
-0.106,0.798,0.360,-120.540,24.710,158.830
-0.105,0.685,0.307,-128.380,15.470,139.650
-0.091,0.658,0.250,-131.810,14.770,121.170
-0.066,0.838,0.322,-133.210,12.040,111.650
-0.044,0.989,0.421,-127.890,4.340,114.940
-0.011,1.054,0.503,-119.560,-8.750,121.660
0.021,1.031,0.482,-114.100,-28.770,126.420
0.036,0.953,0.359,-108.080,-31.990,127.470
0.041,0.931,0.315,-102.200,-28.630,130.970
0.056,0.929,0.383,-97.580,-28.420,138.250
0.055,0.882,0.460,-96.880,-30.450,142.100
0.035,0.796,0.535,-93.940,-34.230,141.400
-0.000,0.680,0.693,-91.000,-54.670,134.120
0.015,0.574,0.642,-86.450,-73.780,120.960
-0.004,0.499,0.463,-78.260,-79.870,101.920
0.018,0.490,0.324,-70.700,-73.780,90.650
0.057,0.528,0.412,-66.430,-71.540,83.650
0.076,0.575,0.469,-61.250,-75.670,79.100
0.080,0.630,0.461,-56.140,-75.740,78.190
0.081,0.682,0.541,-46.550,-76.650,80.080
0.102,0.689,0.674,-42.770,-84.840,80.780
0.120,0.712,0.729,-40.880,-98.700,82.110
0.123,0.753,0.635,-41.440,-111.650,86.800
0.157,0.796,0.550,-44.310,-115.080,94.430
0.187,0.759,0.498,-48.440,-116.060,99.610
0.190,0.712,0.441,-55.160,-116.130,103.040
0.183,0.677,0.398,-53.200,-113.610,107.240
0.181,0.589,0.475,-50.820,-119.700,107.800
0.186,0.499,0.446,-46.760,-127.400,105.630
0.198,0.414,0.368,-42.280,-132.090,101.150
0.202,0.344,0.277,-32.340,-133.980,97.930
0.211,0.222,0.199,-24.920,-128.660,89.320
0.251,0.151,0.212,-19.390,-124.670,79.170
0.305,0.143,0.250,-16.100,-124.110,70.420
0.316,0.190,0.277,-13.930,-123.690,66.010
0.324,0.239,0.310,-12.670,-127.680,64.540
0.316,0.223,0.263,-14.770,-126.280,62.090
0.311,0.203,0.277,-17.150,-124.600,58.520
0.318,0.212,0.377,-21.490,-135.100,57.260
0.334,0.237,0.379,-25.760,-147.350,58.660

-0.305,0.222,-2.126,41.790,-28.630,-252.350
-0.324,0.333,-2.370,56.140,0.490,-272.720
-0.361,0.495,-2.515,67.550,43.190,-295.400
-0.408,0.942,-2.298,68.880,116.620,-310.660
-0.289,1.545,-1.519,59.570,130.550,-297.640
-0.110,1.994,-0.736,42.070,82.250,-263.900
0.091,2.285,-0.667,14.770,30.030,-213.080
0.230,2.337,-1.083,-10.780,3.010,-144.480
0.303,1.903,-1.619,-27.790,11.830,-115.290
0.342,1.490,-1.888,-29.610,50.470,-104.790
0.313,1.199,-2.038,-23.730,61.810,-105.070
0.249,0.966,-2.054,-9.940,87.430,-120.890
0.183,0.815,-1.915,7.840,108.500,-138.250
0.132,0.854,-1.692,16.660,115.990,-153.020
0.083,0.976,-1.541,18.410,121.870,-162.190
0.076,1.133,-1.471,13.930,128.940,-164.850
0.085,1.350,-1.375,0.630,132.720,-155.120
0.086,1.409,-1.368,-6.440,139.930,-145.670
0.072,1.424,-1.313,-12.740,158.340,-136.360
0.052,1.444,-1.153,-17.430,166.110,-126.420
0.026,1.471,-1.034,-20.370,167.860,-110.880
-0.046,1.345,-1.037,1.960,176.050,-111.160
-0.086,1.233,-0.855,0.000,186.970,-120.190
-0.083,1.304,-0.533,0.560,181.090,-125.020
-0.073,1.434,-0.397,1.400,165.550,-123.340
-0.027,1.569,-0.417,0.840,152.320,-114.170
0.019,1.614,-0.491,-1.050,148.820,-106.610
0.069,1.662,-0.515,-2.660,148.960,-96.040
0.097,1.688,-0.484,-1.750,147.210,-84.070
0.121,1.677,-0.479,0.560,143.640,-69.300
0.111,1.615,-0.546,6.370,142.590,-62.090
0.090,1.578,-0.684,13.650,154.420,-58.170
0.051,1.586,-0.712,48.020,170.310,-57.400
0.019,1.685,-0.581,103.390,181.720,-49.910
-0.011,1.764,-0.319,105.070,174.090,-37.170
0.015,1.724,-0.186,87.990,155.190,-29.960
0.006,1.667,-0.214,122.640,136.780,-27.650
-0.020,1.633,-0.227,63.770,122.640,-25.480
0.020,1.706,-0.268,41.020,107.170,-10.430
0.058,1.779,-0.410,28.770,96.950,7.070
0.062,1.722,-0.609,11.410,99.470,21.980
0.052,1.621,-0.689,-2.730,110.530,32.480
0.025,1.521,-0.629,-15.960,113.540,40.530
-0.008,1.428,-0.594,-27.790,113.750,46.830
-0.034,1.297,-0.582,-29.190,111.860,46.270
-0.035,1.195,-0.616,-26.740,113.470,38.850
-0.016,1.182,-0.610,-23.100,118.510,30.730
0.002,1.290,-0.529,-21.910,120.610,32.620
0.009,1.450,-0.421,-17.780,117.600,42.350
0.020,1.445,-0.306,-16.170,108.990,50.260
0.069,1.390,-0.257,-17.640,92.050,53.970
0.104,1.355,-0.336,-22.610,84.910,56.560
0.119,1.372,-0.457,-27.230,86.450,62.230
0.126,1.423,-0.516,-35.280,93.240,76.580
0.104,1.417,-0.515,-38.990,99.260,91.210
0.105,1.287,-0.480,-43.190,105.980,96.110
0.056,1.185,-0.430,-44.730,106.120,100.170
0.067,1.079,-0.508,-47.320,107.520,98.910
0.061,0.944,-0.619,-46.830,114.240,91.840
0.060,0.920,-0.717,-49.770,130.200,87.710
0.076,0.862,-0.630,-52.850,161.700,77.910
0.057,0.905,-0.239,-46.270,172.410,71.120
0.084,1.205,0.203,-31.290,153.930,78.470
0.158,1.226,0.487,-31.220,105.000,89.250
0.190,1.217,0.410,-36.120,53.550,98.700
0.198,1.128,-0.179,-43.540,39.830,102.970
0.198,1.013,-0.572,-49.840,70.420,99.680
0.218,0.983,-0.431,-58.450,94.640,95.410
0.225,1.056,-0.102,-75.810,94.080,95.340
0.243,1.104,0.011,-78.750,83.720,99.330
0.239,1.088,0.001,-80.710,75.110,101.010
0.244,1.042,-0.077,-82.460,74.620,99.260
0.269,1.047,-0.034,-85.120,77.280,97.090
0.290,1.127,0.078,-87.080,74.690,101.850
0.293,1.272,0.212,-89.390,64.540,113.050
0.300,1.307,0.308,-87.360,46.270,126.910
0.308,1.270,0.294,-86.660,18.480,138.950
0.302,1.176,0.134,-87.010,8.750,146.160
0.268,1.050,-0.040,-86.870,13.930,147.210
0.250,0.945,-0.059,-86.450,22.190,145.460
0.236,0.922,0.046,-87.640,23.870,144.410
0.249,0.898,0.158,-86.940,18.130,142.100
0.247,0.889,0.205,-86.730,10.220,140.070
0.249,0.885,0.204,-85.120,1.960,138.670
0.269,0.756,0.163,-78.820,-4.410,136.990
0.290,0.874,0.117,-74.900,-7.070,135.380
0.301,0.929,0.100,-71.470,-9.240,138.180
0.347,0.975,0.131,-64.960,-15.610,145.040
0.357,0.976,0.107,-56.840,-23.450,155.190
0.332,0.874,0.011,-49.560,-26.110,159.250
0.311,0.755,-0.080,-43.120,-20.790,157.500
0.291,0.683,-0.038,-37.800,-12.740,154.000
0.289,0.656,0.093,-35.000,-15.260,151.270
0.294,0.639,0.179,-33.880,-23.800,147.910
0.290,0.630,0.185,-35.840,-33.110,146.440
0.290,0.615,0.101,-36.330,-37.380,145.670
0.301,0.587,0.024,-35.490,-33.880,144.480
0.335,0.573,0.041,-32.200,-31.990,145.180
0.310,0.522,0.098,-46.130,-30.800,143.360
0.319,0.503,0.140,-41.860,-34.370,143.570
0.296,0.486,0.157,-38.360,-46.060,146.580
0.308,0.402,0.012,-33.880,-46.270,147.210
0.311,0.290,-0.045,-34.230,-40.320,143.640
0.337,0.198,0.002,-38.710,-37.240,134.120
0.361,0.176,0.068,-41.370,-39.480,129.360
0.354,0.175,0.098,-39.900,-42.490,126.700
0.358,0.173,0.127,-41.300,-44.520,124.670
0.359,0.132,0.144,-47.670,-46.270,122.430
0.330,0.105,0.226,-55.370,-52.150,117.600
0.336,0.081,0.216,-66.990,-59.220,115.850
0.321,0.040,0.107,-74.900,-58.030,113.960
0.312,-0.026,0.065,-73.920,-53.480,110.320
0.313,-0.113,0.105,-71.400,-54.530,104.230
0.328,-0.243,0.110,-69.230,-54.460,91.560
0.373,-0.335,0.147,-68.600,-55.300,76.790
0.424,-0.355,0.222,-68.950,-60.130,63.840
0.463,-0.326,0.275,-71.680,-65.030,54.670
0.475,-0.312,0.326,-68.320,-72.450,43.750
0.468,-0.231,0.349,-61.460,-84.630,41.300

-0.121,0.683,-1.841,-29.260,-119.210,-196.350
-0.020,0.742,-1.850,-19.600,-101.710,-169.890
0.100,0.525,-1.727,-5.670,-95.270,-165.690
0.168,0.405,-1.658,-4.620,-94.570,-167.020
0.225,0.367,-1.764,-8.680,-83.860,-170.310
0.228,0.394,-1.839,-19.670,-62.230,-173.530
0.211,0.496,-1.798,-28.980,-37.590,-171.150
0.178,0.555,-1.586,-37.240,-24.850,-166.740
0.162,0.517,-1.557,-44.730,-28.280,-168.070
0.160,0.438,-1.684,-52.920,-26.810,-180.250
0.207,0.494,-1.887,-56.000,-16.450,-185.220
0.282,0.548,-1.995,-40.740,-2.100,-188.650
0.312,0.579,-2.019,-9.940,17.010,-198.520
0.337,0.664,-1.940,7.630,34.930,-206.430
0.347,0.824,-1.791,19.740,54.110,-211.890
0.381,1.066,-1.495,18.900,58.380,-210.420
0.411,1.447,-1.362,-0.280,55.510,-195.720
0.463,1.624,-1.363,-15.260,53.130,-171.990
0.621,1.745,-1.433,-26.250,54.110,-139.790
0.511,1.685,-1.572,-24.990,57.260,-90.440
0.494,1.249,-1.688,-11.900,65.590,-94.010
0.472,0.921,-1.751,1.400,77.210,-102.690
0.425,0.751,-1.835,13.230,102.410,-117.110
0.371,0.709,-1.859,22.050,133.280,-142.310
0.309,0.857,-1.677,34.720,168.630,-159.530
0.281,1.184,-1.163,43.190,180.530,-162.330
0.298,1.470,-0.638,51.870,158.200,-155.890
0.348,1.713,-0.520,51.310,133.210,-139.160
0.410,1.941,-0.729,37.450,113.190,-91.000
0.385,1.664,-1.009,26.600,123.620,-77.840
0.346,1.412,-1.048,21.280,128.590,-75.180
0.288,1.338,-1.029,18.130,125.160,-65.100
0.225,1.180,-1.126,17.430,126.280,-62.300
0.175,0.937,-1.212,22.400,132.300,-73.990
0.144,0.822,-1.265,31.010,147.140,-89.600
0.129,0.877,-1.180,44.310,160.370,-101.080
0.143,1.113,-0.947,57.540,163.660,-100.590
0.188,1.241,-0.748,65.240,156.450,-94.150
0.195,1.274,-0.583,62.090,139.510,-86.100
0.239,1.246,-0.603,59.710,132.090,-80.640
0.263,1.158,-0.676,49.700,132.440,-79.870
0.264,1.194,-0.688,40.460,134.820,-74.970
0.278,1.191,-0.727,33.250,140.840,-71.820
0.259,1.165,-0.753,29.330,152.740,-72.520
0.223,1.179,-0.682,28.910,162.190,-75.530
0.191,1.254,-0.549,30.730,166.740,-75.880
0.170,1.344,-0.326,33.460,157.570,-73.290
0.174,1.414,-0.221,31.080,137.270,-68.320
0.197,1.459,-0.291,29.330,117.460,-61.600
0.201,1.426,-0.514,23.520,116.550,-63.980
0.206,1.538,-0.619,21.000,125.300,-62.300
0.248,1.741,-0.576,21.210,126.980,-52.290
0.262,1.936,-0.527,21.420,125.860,-25.550
0.263,2.067,-0.500,12.740,123.480,-1.050
0.240,2.053,-0.466,4.410,115.850,23.030
0.227,1.964,-0.460,-5.040,105.980,44.310
0.210,1.793,-0.569,-13.020,100.240,58.310
