aX,aY,aZ,gX,gY,gZ
0.187,1.556,-0.714,-19.460,99.680,69.930
0.165,1.371,-0.856,-18.340,105.420,71.470
0.157,1.206,-0.938,-13.720,120.820,65.660
0.158,1.143,-0.870,-8.330,128.310,59.010
0.144,1.191,-0.779,-3.710,129.640,57.680
0.132,1.242,-0.711,-3.990,130.410,59.150
0.133,1.267,-0.601,-9.380,126.000,62.720
0.141,1.285,-0.474,-18.130,117.390,68.040
0.180,1.282,-0.457,-26.040,108.360,74.200
0.220,1.236,-0.499,-35.490,103.530,78.120
0.239,1.235,-0.549,-60.340,106.750,83.370
0.259,1.242,-0.563,-65.940,113.400,88.130
0.251,1.241,-0.467,-60.060,119.840,94.290
0.255,1.229,-0.378,-46.760,119.140,103.530
0.259,1.173,-0.315,-32.130,115.990,109.690
0.239,1.082,-0.275,-31.010,115.010,112.560
0.233,0.977,-0.147,-33.670,110.950,111.440
0.232,0.890,-0.021,-41.300,97.790,107.520
0.256,0.837,0.002,-47.600,80.780,100.660
0.274,0.772,-0.103,-56.490,71.120,93.660
0.278,0.746,-0.224,-65.240,76.300,86.310
0.298,0.779,-0.163,-76.300,78.190,81.410
0.301,0.979,-0.061,-87.010,73.360,81.690
0.320,0.935,-0.000,-92.960,67.480,83.720
0.325,0.979,0.041,-98.420,59.920,88.270
0.357,0.990,0.030,-101.990,50.260,91.490
0.355,0.977,0.006,-107.660,48.440,92.610
0.356,1.006,0.020,-113.820,46.620,97.650
0.367,1.050,0.044,-120.400,43.540,104.650
0.355,1.040,0.088,-122.710,37.520,112.630
0.330,0.982,0.112,-122.780,28.420,118.160
0.328,0.899,0.080,-119.560,21.140,120.050
0.329,0.813,0.054,-115.850,18.200,118.580
0.354,0.780,0.074,-109.480,12.810,118.860
0.360,0.752,0.079,-103.880,7.210,118.650
0.359,0.720,0.071,-97.370,3.500,117.250
0.354,0.693,0.078,-98.630,1.120,113.820
0.365,0.695,0.112,-88.970,-2.730,110.600
0.372,0.759,0.123,-85.470,-9.940,114.590
0.369,0.811,0.062,-75.040,-14.770,120.820
0.342,0.797,0.022,-66.990,-17.220,126.630
0.330,0.760,-0.000,-61.180,-17.010,130.970
0.340,0.720,0.046,-51.590,-18.690,134.120
0.348,0.717,0.100,-44.870,-24.920,141.890
0.355,0.677,0.091,-36.960,-31.990,148.120
0.368,0.603,0.037,-37.240,-35.000,152.460
0.395,0.495,-0.060,-31.990,-30.940,152.110
0.393,0.407,-0.089,-36.050,-23.450,147.000
0.392,0.351,-0.028,-36.820,-19.460,143.360
0.386,0.333,0.041,-39.410,-21.000,139.300
0.372,0.337,0.053,-39.550,-24.080,136.430
0.353,0.376,0.042,-39.340,-26.390,138.460
0.329,0.371,0.017,-18.550,-25.340,141.120
0.317,0.307,0.058,-32.270,-24.990,142.100
0.319,0.256,0.145,-27.440,-35.980,142.870
0.347,0.190,0.133,-23.870,-43.330,141.540
0.374,0.132,0.098,-20.300,-45.850,140.420
0.410,0.080,0.120,-17.500,-51.660,141.960
0.419,-0.004,0.093,-17.500,-58.660,141.120
0.411,-0.120,-0.027,-17.570,-56.630,135.240
0.394,-0.223,-0.050,-22.120,-47.180,120.540
0.379,-0.248,0.059,-31.430,-43.540,111.580

0.130,0.822,-1.705,-6.790,-58.100,-208.950
0.188,0.933,-1.806,-5.040,-56.280,-194.110
0.214,0.958,-1.907,-4.200,-47.250,-175.980
0.229,0.960,-1.946,-4.200,-33.950,-161.350
0.237,0.913,-1.955,-3.920,-12.740,-150.010
0.241,0.746,-1.971,-3.010,9.310,-155.470
0.237,0.653,-1.873,-0.070,28.210,-174.300
0.275,0.963,-1.717,3.010,36.750,-172.550
0.343,1.234,-1.601,7.420,37.590,-157.010
0.392,1.347,-1.568,11.130,40.600,-135.730
0.393,1.283,-1.545,13.020,45.220,-118.090
0.391,1.103,-1.510,12.880,50.120,-112.910
0.377,1.015,-1.475,10.920,55.510,-108.850
0.345,0.971,-1.479,6.860,63.420,-104.650
0.287,0.918,-1.559,5.670,77.210,-102.900
0.227,0.813,-1.568,8.820,108.640,-148.470
0.038,1.444,-1.011,-117.880,90.300,-184.590
0.203,2.256,-1.536,-96.670,93.240,-154.070
0.309,2.891,-1.786,-73.640,115.570,-36.820
0.274,2.737,-1.610,-32.200,107.800,109.900
0.151,0.683,-1.500,68.950,91.840,110.180
-0.110,-0.521,-1.406,68.810,97.020,14.490
-0.195,-0.931,-1.373,70.630,122.220,-108.290
-0.179,-0.439,-1.078,54.880,144.060,-177.940
-0.124,0.620,-0.656,7.560,141.470,-162.610
0.003,1.377,-0.407,-7.980,113.120,-117.810
0.115,1.343,-0.465,-29.820,82.460,-89.390
0.139,1.055,-0.867,-50.960,88.690,-85.190
0.136,0.906,-1.011,-68.180,105.490,-84.000
0.140,0.919,-0.956,-68.460,114.240,-77.770
0.136,0.869,-0.856,-60.970,112.280,-74.480
0.091,0.773,-0.813,-55.160,109.900,-77.840
0.083,0.737,-0.809,-47.390,104.090,-83.580
0.099,0.780,-0.892,-45.220,123.130,-86.590
0.092,0.852,-0.914,-42.770,116.060,-87.080
0.091,0.930,-0.796,-42.490,120.960,-86.590
0.100,1.044,-0.642,-46.410,119.000,-80.150
0.129,1.090,-0.543,-49.980,112.280,-74.760
0.151,1.103,-0.508,-51.100,107.940,-70.840
0.167,1.119,-0.456,-55.510,105.070,-66.080
0.184,1.126,-0.412,-56.210,96.320,-59.990
0.191,1.094,-0.453,-52.850,88.340,-60.690
0.188,1.123,-0.538,-51.240,85.470,-61.740
0.179,1.236,-0.595,-50.330,82.810,-55.510
0.144,1.338,-0.680,-44.870,83.020,-50.540
0.107,1.400,-0.762,-41.090,88.620,-46.340
0.077,1.488,-0.782,-38.430,92.610,-40.530
0.076,1.597,-0.754,-38.220,94.990,-25.130
0.095,1.755,-0.689,-39.130,93.450,0.070
0.133,1.780,-0.664,-38.990,88.340,22.190
0.149,1.730,-0.693,-38.220,85.960,43.610
0.152,1.597,-0.716,-37.730,87.290,63.000
0.147,1.336,-0.730,-36.610,90.580,66.290
0.137,1.204,-0.715,-34.790,96.530,65.450
0.132,1.172,-0.634,-30.730,100.240,66.430
0.133,1.166,-0.508,-27.860,100.240,69.930
0.163,1.165,-0.397,-29.050,93.100,72.450
0.172,1.092,-0.386,-31.920,84.910,68.320
0.185,1.068,-0.436,-36.330,85.960,61.530
0.201,1.141,-0.418,-42.490,88.620,59.430
0.226,1.340,-0.366,-49.770,86.800,69.300
0.263,1.399,-0.341,-53.200,83.930,80.220
0.267,1.392,-0.300,-59.220,76.160,91.350
0.273,1.352,-0.312,-65.240,71.540,102.760
0.281,1.288,-0.326,-70.000,69.510,110.530
0.276,1.228,-0.323,-75.320,69.090,116.690
0.274,1.147,-0.280,-80.080,67.130,120.120
0.258,1.066,-0.240,-83.790,63.490,120.330
0.249,1.006,-0.210,-88.130,58.450,118.090
0.249,0.953,-0.213,-92.050,55.510,114.380
0.240,0.962,-0.190,-94.570,52.710,113.540
0.257,0.985,-0.160,-93.940,49.490,115.360
0.268,0.980,-0.142,-93.030,44.660,116.550
0.285,0.950,-0.180,-89.880,41.370,117.460
0.289,0.925,-0.232,-88.480,44.030,116.970
0.296,0.932,-0.240,-87.080,51.100,118.230
0.290,0.939,-0.163,-85.820,54.810,120.120
0.282,0.949,-0.068,-85.890,52.710,125.440
0.276,0.937,0.000,-85.120,44.380,130.410
0.271,0.864,0.016,-84.280,34.300,130.830
0.265,0.799,-0.007,-85.190,24.990,129.220
0.309,0.752,-0.035,-82.600,19.320,126.630
0.321,0.716,-0.096,-82.530,18.270,122.990
0.323,0.685,-0.129,-80.360,24.710,116.480
0.342,0.693,-0.047,-76.440,26.740,112.700
0.358,0.703,0.041,-70.140,19.530,108.990
0.368,0.731,0.081,-63.630,10.780,107.380
0.373,0.780,0.060,-55.580,3.850,109.200
0.386,0.826,0.026,-46.760,-1.050,116.900
0.409,0.794,-0.019,-41.230,-2.870,120.190
0.420,0.761,-0.058,-41.090,0.630,122.850
0.411,0.752,-0.037,-40.250,3.150,127.610
0.407,0.709,0.025,-38.640,2.660,130.200
0.407,0.648,0.069,-37.380,-0.840,130.760
0.399,0.635,0.084,-35.770,-5.040,132.930
0.397,0.627,0.065,-32.060,-10.080,136.850
0.397,0.574,0.056,-29.750,-14.000,138.950
0.400,0.508,0.016,-26.390,-17.290,138.040
0.379,0.432,-0.038,-25.340,-15.260,136.640
0.367,0.382,-0.039,-21.490,-11.690,135.590
0.377,0.322,0.040,-15.680,-13.860,132.580
0.360,0.251,0.080,-11.130,-20.440,124.530
0.381,0.202,0.054,-3.430,-24.570,117.320
0.364,0.214,0.024,2.240,-23.310,112.840
0.359,0.252,0.100,4.830,-25.900,112.770
0.359,0.260,0.157,7.350,-32.550,114.310
0.358,0.223,0.163,8.330,-41.090,114.310
0.358,0.112,0.092,11.690,-44.660,110.250
0.360,0.036,0.033,10.780,-40.950,102.760
0.384,0.015,0.063,11.340,-37.800,95.060
0.410,0.050,0.157,12.670,-45.920,91.000
0.448,0.084,0.161,17.080,-56.490,90.160
0.447,0.087,0.041,22.610,-60.270,71.680
0.445,0.056,-0.058,28.770,-55.300,86.310
0.442,0.054,-0.059,32.130,-49.560,84.210
0.427,0.026,0.117,34.650,-56.140,81.130
0.418,0.013,0.127,32.900,-63.210,79.450
0.420,0.005,0.094,29.120,-66.150,78.470
0.424,-0.039,0.077,24.290,-65.310,74.970

0.188,0.162,-2.135,-5.530,-53.690,-169.260
0.224,0.253,-2.153,-12.600,-28.840,-172.340
0.247,0.395,-1.990,-19.250,0.210,-171.150
0.284,0.587,-1.759,-20.790,7.560,-160.930
0.296,0.773,-1.539,-32.620,6.160,-137.340
0.319,0.767,-1.410,-19.740,-5.390,-122.500
0.311,0.610,-1.459,-33.530,-14.350,-116.340
0.297,0.498,-1.665,-42.070,-1.050,-115.430
0.276,0.408,-1.711,-48.510,20.370,-116.060
0.249,0.353,-1.543,-59.150,36.260,-119.070
0.237,0.312,-1.459,-64.330,43.400,-126.490
0.191,0.322,-1.399,-68.950,53.410,-142.450
0.192,0.421,-1.269,-66.640,55.440,-152.040
0.247,0.551,-1.177,-70.910,49.140,-159.180
0.264,0.772,-1.252,-76.020,46.830,-158.200
0.274,0.934,-1.341,-79.660,57.120,-146.230
0.263,0.999,-1.304,-85.960,68.250,-130.900
0.253,0.972,-1.147,-91.420,70.910,-112.560
0.233,0.817,-1.023,-98.700,66.850,-106.330
0.229,0.725,-1.019,-103.180,64.120,-103.880
0.182,0.622,-1.113,-103.250,74.410,-107.310
0.143,0.584,-1.108,-101.710,92.050,-114.100
0.126,0.643,-0.948,-102.410,105.840,-117.250
0.132,0.734,-0.724,-93.940,102.970,-116.130
0.154,0.820,-0.541,-78.820,89.250,-109.340
0.172,0.852,-0.555,-64.680,75.110,-104.300
0.178,0.853,-0.690,-59.220,74.970,-98.070
0.174,0.855,-0.763,-55.930,80.500,-93.450
0.181,0.834,-0.787,-57.330,90.370,-92.610
0.148,0.824,-0.735,-61.180,104.790,-96.180
0.136,0.856,-0.626,-64.750,114.310,-102.690
0.118,1.027,-0.454,-69.440,117.460,-107.310
0.142,1.227,-0.250,-76.370,101.990,-98.700
0.183,1.381,-0.137,-78.680,81.410,-82.950
0.205,1.469,-0.195,-82.950,64.190,-55.930
0.207,1.462,-0.324,-86.800,55.440,-36.120
0.190,1.385,-0.422,-87.010,49.980,-19.460
0.175,1.258,-0.510,-86.870,46.200,-6.020
0.142,1.091,-0.583,-83.230,44.030,-1.680
0.119,0.999,-0.657,-73.080,46.270,0.560
0.095,0.915,-0.708,-62.720,52.500,-2.590
0.091,0.854,-0.683,-56.490,60.830,-9.800
0.115,0.908,-0.572,-53.760,63.980,-16.450
0.166,1.018,-0.529,-17.430,63.140,-15.540
0.155,1.112,-0.411,10.640,57.330,-5.460
0.179,1.106,-0.390,23.380,53.620,3.220
0.177,0.902,-0.374,21.770,51.170,5.250
0.191,0.947,-0.343,10.920,46.200,2.870
0.234,0.984,-0.382,-0.420,44.310,6.230
0.232,1.006,-0.390,-11.760,43.610,13.300
0.212,0.910,-0.374,-22.050,41.580,14.420
0.203,0.842,-0.372,-25.270,38.570,11.480
0.200,0.820,-0.378,-24.780,34.930,8.050
0.161,0.834,-0.344,-20.860,32.900,8.540
0.168,0.808,-0.266,-13.300,26.530,4.480
0.182,0.763,-0.218,-9.730,17.640,-1.050
0.218,0.816,-0.262,-6.020,11.060,-1.820
0.249,0.864,-0.360,-3.220,14.210,0.560
0.253,0.868,-0.363,1.050,18.900,4.130
0.253,0.825,-0.283,-6.650,20.230,5.460
0.241,0.784,-0.197,-10.570,11.340,4.200
0.255,0.737,-0.202,-11.620,6.090,1.540
0.238,0.734,-0.221,-14.630,3.010,-0.560
0.231,0.725,-0.244,-20.510,-0.350,-3.290
0.231,0.739,-0.295,-26.810,-0.630,-4.200
0.233,0.714,-0.367,-40.040,1.820,-6.860
0.239,0.710,-0.339,-23.800,0.560,-10.290
0.244,0.757,-0.367,-13.090,-0.560,-9.730
0.257,0.774,-0.388,-4.830,0.210,-6.790
0.261,0.720,-0.386,0.280,-0.560,-8.190
0.261,0.658,-0.384,1.610,-0.980,-13.930
0.275,0.696,-0.380,-7.910,-2.240,-18.130
0.277,0.763,-0.467,-3.570,1.120,-17.290
0.300,0.805,-0.453,-7.490,2.590,-14.630
0.279,0.822,-0.447,-10.360,2.800,-11.830
0.276,0.796,-0.476,-13.090,5.950,-12.180
0.258,0.793,-0.456,-13.790,9.520,-12.810
0.220,0.767,-0.345,-21.490,10.990,-17.080
0.229,0.784,-0.387,3.710,18.690,-33.250
0.414,1.163,-0.104,3.710,-13.020,-6.720
0.350,1.281,-0.394,6.790,-15.820,14.630
0.287,1.118,-0.689,8.540,7.490,24.360
0.312,0.811,-0.429,6.090,8.330,12.390
0.309,0.805,-0.311,6.440,-7.700,10.430
0.299,0.851,-0.468,4.480,-9.520,13.790
0.269,0.803,-0.552,2.100,-1.050,14.140
0.273,0.704,-0.493,-1.050,-0.490,6.230
0.273,0.612,-0.455,-18.060,-2.030,-3.500
0.276,0.620,-0.515,-8.120,-0.630,-8.330
0.292,0.627,-0.415,-14.280,-6.650,-13.930
0.303,0.703,-0.529,-15.400,-4.970,-10.290
0.307,0.768,-0.573,-11.690,-0.910,-6.370
0.300,0.709,-0.562,-7.630,2.940,-8.540
0.297,0.706,-0.527,-3.640,1.680,-9.730
0.299,0.764,-0.542,0.070,1.330,-7.770
0.297,0.800,-0.560,1.960,1.750,-4.620
0.289,0.792,-0.587,5.250,4.130,-4.200
0.293,0.800,-0.625,7.770,6.930,-2.310
0.249,0.758,-0.525,1.890,19.810,-0.630
0.230,0.600,-0.096,2.240,2.240,-13.580
0.332,0.647,-0.228,-3.430,-35.910,-21.840
0.322,0.862,-0.714,-8.470,-16.940,-7.490
0.326,0.895,-0.778,-6.090,7.280,-0.350
0.324,0.799,-0.554,-4.340,10.080,-0.560
0.307,0.714,-0.359,-3.150,-2.100,-5.950
0.304,0.715,-0.448,-2.030,-6.790,-10.640
0.296,0.756,-0.570,-0.280,-2.100,-10.500
0.293,0.758,-0.588,4.340,5.180,-11.900
0.299,0.769,-0.518,8.470,3.640,-13.300
0.305,0.787,-0.512,12.950,0.910,-14.070
0.305,0.828,-0.563,15.400,1.470,-12.530
0.302,0.828,-0.582,18.620,3.080,-11.970
0.303,0.826,-0.361,23.380,-10.010,-10.990
0.303,0.891,-0.424,25.270,-16.450,-3.290
0.308,0.884,-0.480,25.200,-15.750,1.190
0.301,0.809,-0.457,24.430,-15.260,-0.700
0.305,0.812,-0.399,15.470,-19.390,-3.080
0.317,0.883,-0.271,21.000,-29.890,0.980
0.312,0.764,-0.081,9.450,-56.210,-1.190

0.372,1.835,-1.408,58.030,24.780,108.290
0.410,1.198,-0.561,91.140,46.060,124.320
0.213,0.648,-0.441,84.630,42.210,106.680
0.227,0.558,-0.187,65.940,13.020,87.220
0.275,0.575,-0.458,91.560,-0.070,62.930
0.300,0.580,-0.381,80.220,-9.730,49.350
0.264,0.478,-0.375,81.060,-30.100,32.550
0.298,0.493,-0.549,101.500,-38.010,18.410
0.307,0.614,-0.646,132.580,-42.560,13.650
0.306,0.785,-0.537,137.480,-54.110,22.260
0.310,0.797,-0.549,131.740,-67.410,31.360
0.322,0.791,-0.676,123.550,-67.340,37.590
0.322,0.743,-0.697,114.730,-66.430,38.990
0.318,0.613,-0.696,97.720,-65.590,28.770
0.307,0.537,-0.797,97.440,-53.410,13.860
0.325,0.476,-0.650,98.980,-50.120,-2.800
0.283,0.305,-0.654,101.150,-48.720,-37.100
0.324,0.463,-0.633,101.850,-49.910,-46.550
0.319,0.545,-0.734,96.810,-34.090,-48.580
0.305,0.561,-0.770,88.970,-18.130,-49.420
0.318,0.581,-0.789,74.270,-2.240,-50.680
0.314,0.561,-0.815,65.030,14.280,-56.000
0.317,0.451,-0.715,54.180,14.210,-68.810
0.302,0.485,-0.698,39.760,7.070,-74.200
0.294,0.736,-0.826,11.620,10.290,-54.880
0.474,0.823,-0.779,-55.720,20.440,-14.420
0.071,0.006,-0.760,-46.480,18.270,-77.700
0.061,0.465,-0.878,-15.330,15.400,-73.780
0.593,1.647,-0.884,-20.790,47.460,30.520
0.308,-0.195,-0.615,-20.020,22.050,-41.300
0.289,0.791,-0.772,-21.000,23.660,-14.910
0.200,0.729,-0.658,-12.950,10.710,-6.300
0.226,0.680,-0.665,-9.590,0.910,-5.250
0.235,0.579,-0.741,-4.620,0.210,-22.820
0.156,0.427,-0.712,11.480,-2.870,-68.530
0.162,0.591,-0.740,26.040,1.050,-60.970
0.185,0.737,-0.701,27.790,3.640,-47.670
0.226,0.729,-0.742,23.590,8.470,-35.210
0.239,0.679,-0.724,16.310,8.120,-25.900
0.270,0.625,-0.714,14.350,5.320,-21.420
0.280,0.583,-0.722,11.200,3.360,-22.400
0.265,0.559,-0.746,8.820,5.390,-27.650
0.221,0.593,-0.705,8.820,4.480,-29.190
0.183,0.713,-0.663,9.030,-2.310,-19.950
0.182,0.753,-0.737,7.770,-1.750,-9.450
0.179,0.724,-0.746,3.850,1.470,-1.540
0.158,0.723,-0.708,2.590,-3.220,5.110
0.175,0.715,-0.745,2.520,-2.940,10.010
0.205,0.606,-0.774,3.150,2.240,7.420
0.235,0.561,-0.761,4.200,6.090,3.500
0.259,0.551,-0.761,5.600,9.030,0.630
0.279,0.562,-0.768,5.670,12.110,-1.050
0.272,0.546,-0.745,8.610,13.510,-3.220
0.255,0.578,-0.748,11.270,15.610,-2.870
0.257,0.564,-0.740,12.950,16.660,-3.920
0.251,0.579,-0.708,14.490,10.500,1.400
0.287,0.680,-1.128,-1.960,60.480,-8.120
0.251,0.686,0.109,11.340,-39.480,18.620
0.284,0.733,-1.061,-1.190,2.870,34.510
0.327,0.504,-0.549,-6.020,-18.130,16.310
0.320,0.492,-0.815,-5.950,-18.410,13.160
0.328,0.479,-0.830,-11.340,-2.310,-3.290
0.296,0.411,-0.665,-6.580,-12.880,-16.170
0.281,0.583,-0.730,-4.900,-10.780,-13.930
0.283,0.621,-0.717,-4.200,-9.800,-6.860
0.254,0.629,-0.687,-1.050,-15.610,-0.770
0.266,0.606,-0.721,1.540,-17.780,0.000
0.275,0.576,-0.730,6.720,-17.010,-3.920
0.280,0.554,-0.704,9.170,-17.990,-8.540
0.284,0.569,-0.721,11.620,-16.100,-10.010
0.297,0.599,-0.728,10.360,-12.460,-7.630
0.315,0.579,-0.730,7.910,-10.220,-7.280
0.318,0.558,-0.713,5.740,-9.030,-7.350
0.303,0.572,-0.699,4.830,-11.830,-5.530
0.281,0.597,-0.696,5.040,-15.960,-3.710
0.264,0.586,-0.722,3.990,-17.850,-4.340
0.257,0.624,-0.724,1.610,-18.480,-1.610
0.231,0.635,-0.738,0.070,-18.060,-1.330
0.238,0.584,-0.738,-1.610,-16.520,-4.340
0.243,0.576,-0.751,-1.820,-15.190,-8.680
0.248,0.571,-0.761,-3.850,-13.160,-11.970
0.229,0.589,-0.729,-5.320,-16.170,-13.790
0.217,0.606,-0.749,-4.550,-18.130,-13.650
0.226,0.611,-0.772,-4.760,-16.940,-11.970
0.222,0.585,-0.772,-4.060,-16.030,-11.340
0.199,0.602,-0.775,-1.260,-14.980,-10.010
0.184,0.628,-0.792,0.140,-13.580,-7.630
0.177,0.662,-0.791,0.840,-12.180,-2.660
0.165,0.664,-0.778,1.680,-10.500,0.000
0.187,0.645,-0.778,1.890,-7.700,1.540
0.207,0.623,-0.756,1.610,-6.020,2.520
0.210,0.615,-0.757,2.170,-4.760,3.010
0.210,0.624,-0.750,3.640,-3.710,4.060
0.210,0.597,-0.724,4.900,-2.800,2.940
0.224,0.568,-0.740,4.900,-1.120,-0.140
0.223,0.568,-0.755,3.780,0.700,-3.430
0.205,0.599,-0.740,2.940,-0.210,-4.620
0.191,0.626,-0.743,4.200,-1.260,-3.220
0.203,0.634,-0.746,4.200,-0.560,-0.980
0.210,0.625,-0.735,3.850,-1.820,1.470
0.212,0.611,-0.726,4.690,-3.850,3.290
0.221,0.598,-0.734,4.830,-3.500,4.270
0.239,0.579,-0.747,4.480,-3.220,3.710
0.244,0.579,-0.758,2.940,-2.100,3.640
0.246,0.569,-0.755,1.890,-1.400,2.590
0.248,0.560,-0.759,1.890,-2.030,1.260
0.126,0.564,-0.766,1.820,-2.170,0.350
0.231,0.561,-0.765,3.920,-2.240,-0.980
0.233,0.580,-0.770,5.670,-1.960,-1.540
0.234,0.563,-0.786,5.670,-0.280,-3.010
0.223,0.577,-0.768,6.790,0.700,-3.290
0.217,0.574,-0.773,7.350,2.100,-4.200
0.223,0.577,-0.762,6.790,2.660,-4.340
0.215,0.593,-0.756,7.280,1.750,-2.870
0.211,0.604,-0.763,6.090,1.260,-2.030
0.224,0.585,-0.763,4.340,1.120,-1.890
0.217,0.592,-0.773,2.800,1.260,-1.400
0.215,0.590,-0.773,1.610,1.820,-0.980
0.219,0.580,-0.758,-1.960,8.820,1.190

